Gene,In-Degree Centrality,Out-Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
CSF1R,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
PARP1,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
PIK3R5,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
ARPC5,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
LTB4R,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
HNRNPLL,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GSK3B,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
ALDOC,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
ATP6V1F,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
HLA-DPB1,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
LTBP4,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
HIGD2A,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
HLA-A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ZNF609,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
ACTG1,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
PSME2,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
ANPEP,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
RP11-488L18.10,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MOSPD3,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
MAPKAPK3,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
S100A8,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
TPRA1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
MORC2-AS1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
PYGO2,0.023174157303370788,0.0,0.0,0.0284621632597807,0.024415168844477735,0.7878787878787878
GNAQ,0.023876404494382022,0.0,0.0,0.027792465300727036,0.02279428279750464,0.7415329768270945
CD79A,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
EEF1B2,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
ATP2B4,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
HCFC1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TSC22D3,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
RPS28,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
INTS5,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
C22orf46,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GPR155,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
UBXN2B,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
DHRS3,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
ERN1,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
POM121C,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CMIP,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
HLA-DQA1,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
JUND,0.04002808988764045,0.8230337078651685,0.0036282374383272225,0.04002808988764045,0.03146805483269329,0.06810264079010074
PVT1,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
C5AR1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
ARGLU1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPL28,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
OGDH,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CX3CR1,0.04002808988764045,0.0,0.0,0.040039992382403355,0.03308895817059303,0.5056390977443609
TLR2,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
CDC37L1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ECE1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
FOS,0.02598314606741573,0.9480337078651685,0.0001901224461006484,0.029631183423318257,0.02433574816014246,0.05322427690848743
VAMP8,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ATXN1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
PDLIM7,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
LILRA2,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
RPL21,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
BST1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
SMCO4,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
MCTP1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
NOL9,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
RPS5,0.023876404494382022,0.0,0.0,0.02880926281172924,0.024415186135404394,0.7718360071301248
HLA-DQB1,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
LY6E,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
PLAC8,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
RPL27A,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
PPCDC,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
TTC39B,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
ITPRIP,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
KEAP1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPLP0,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
TSEN15,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
NR2C2AP,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
CD93,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
TAF1,0.025280898876404494,0.4318820224719101,0.0,0.029251296456352636,0.02441522071725771,0.10911505385898917
SGTB,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
LINC01272,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
WDR82,0.023876404494382022,0.0,0.0,0.02880926281172924,0.024415186135404394,0.7718360071301248
ARHGEF1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SLC4A1AP,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ABHD12,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
UAP1,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
PTGDR,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
LRRC8D,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ITGA5,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
HNRNPA2B1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TFEC,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
MTAP,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
INTS1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
NRGN,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
FNDC3B,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
SLC25A6,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
C15orf39,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
PTPN11,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
CBX4,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
MFSD14B,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CLIP4,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
CD226,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
ZNF706,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
ZNF84,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
ANKHD1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
SPATA13,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
AGO4,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
MED13L,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
TIPARP,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
IGHM,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
CACNA2D3,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
SCO2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
DTX3L,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
FAM129A,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
TGFBI,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
MDS2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TRG-AS1,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
TKT,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
PYGL,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
LILRA5,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
ICOS,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RAB34,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
METTL13,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
CD74,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
PTMS,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
FUCA1,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
MTHFD2,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
DENND6B,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
CDK6,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
PATL1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
MGST2,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
CD28,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
SLC40A1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RPS20,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MON2,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
CAMK1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GALK1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PLXDC2,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
STAT4,0.03089887640449438,0.925561797752809,0.00036068145453376383,0.03259430176565008,0.02664837156089508,0.0578924999417413
TNFRSF1A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RALGAPA1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
DCAF12,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
H3F3A,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
NDUFA13,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TUBA1A,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
AVL9,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
LAMTOR3,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
VCPIP1,0.023876404494382022,0.0,0.0,0.027792465300727036,0.02279428279750464,0.7415329768270945
RPL7A,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
BCL9L,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
XPNPEP1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
UPP1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
ARPC3,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
EVL,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
SVIL,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
SIRPB1,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
STOM,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RAB28,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
HLA-DRB1,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
DYNLL1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CD69,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
RPL6,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
OSCAR,0.033707865168539325,0.0,0.0,0.03474058162590879,0.03045274545195228,0.6320921985815603
SLC10A3,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
TRIM52,0.03089887640449438,0.0,0.0,0.032810549313358306,0.02684698551906923,0.638477801268499
TBC1D4,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
MTG2,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
TRAF3IP3,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
PID1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
ATAD2B,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
GALK2,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ETS2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CITED4,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
PRMT7,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
CD300LF,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ZBTB4,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
MT-ND5,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
HLA-C,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
OTUD4,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
SORBS3,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
FHL3,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
RXRA,0.033707865168539325,0.9178370786516854,0.0006954814833353504,0.0345697139938713,0.028961012252574306,0.05932892518481944
YWHAB,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
CD53,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
LINC00877,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
MT-CYB,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
IGF2R,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
NFAT5,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
KIAA0232,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
TXNDC15,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PSMB8,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
PLBD1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ITGAX,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
REEP3,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
HSPA8,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PPP1CA,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
SYTL3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CFAP36,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
ARMC6,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
G6PC3,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
BRK1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
C11orf21,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
AC093673.5,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ADAP1,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
FAM210B,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
NPM1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PTPRJ,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
CHCHD10,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
SNHG7,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
EVI5,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RNF144B,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
ACAP1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CCNL1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
MTR,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
BATF,0.0273876404494382,0.9410112359550562,0.00016808306536644874,0.03042134831460674,0.025531792680891084,0.054677963900792104
PFN1,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
RPS2,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
TRAPPC10,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
MORC2,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
BEX5,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
PER1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ITGA6,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
LRRC8C,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
SLC1A5,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
ARPC1B,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RP11-347P5.1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
C19orf38,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
ZFP36L2,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
BISPR,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
NT5C2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
HNMT,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
MT-CO3,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
CSK,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
P2RX4,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
KDM3A,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
ARFGAP1,0.023876404494382022,0.0,0.0,0.02880926281172924,0.024415186135404394,0.7718360071301248
CBX3,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GFM1,0.021769662921348312,0.0,0.0,0.026844994892747703,0.022794230924724664,0.7913978494623656
MGST1,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
CLIC1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
RPS12,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
SCAMP1,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
FAR1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RMDN3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
C19orf52,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
CD4,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
LPCAT2,0.04002808988764045,0.0,0.0,0.040039992382403355,0.03308895817059303,0.5056390977443609
PSMA7,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
AP5Z1,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
FOXN2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
FAM101B,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
HLA-B,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
CCL3L3,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MIR4435-2HG,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
ARL5B,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
RPSA,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
RPL32,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
LIMD2,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GIPC1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ADAM15,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
CTBP2,0.03089887640449438,0.9410112359550562,0.0004617352322260322,0.03259430176565008,0.02664837156089508,0.056456453872022
BLVRA,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RBBP5,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
CD300C,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
NCOA1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
MALAT1,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
GBP5,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
TMEM176B,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
ANXA6,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
TOM1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
PTGS2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
EEF1A1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
SPATC1L,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CSGALNACT2,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
PLP2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RPL8,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
MSH3,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
HSD17B4,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
TAPBP,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
RPS27,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RPL18A,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MT-CO1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
CD52,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
