Gene,In-Degree Centrality,Out-Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
SRSF3,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
MRPL17,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PILRA,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
DEXI,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
HRH2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RPS21,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CTDP1,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
PURB,0.023876404494382022,0.0,0.0,0.027792465300727036,0.02279428279750464,0.7415329768270945
ALDH3B1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
POLR2L,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SAT1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CD33,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPL10,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
CTNNBIP1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
RP4-594I10.3,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
LILRA1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
WDR59,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
PDIA3,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
AC013461.1,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
ICAM3,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
HENMT1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
PAK1IP1,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
INIP,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MR1,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
UHRF1BP1L,0.04002808988764045,0.0,0.0,0.040039992382403355,0.03308895817059303,0.5056390977443609
RPUSD4,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
MGRN1,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
EIF4E3,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
RPL36A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SLC31A2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
DCAF15,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
DUSP28,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SIRPG,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
TIMP2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
STX3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SF3B1,0.023876404494382022,0.0,0.0,0.027792465300727036,0.02279428279750464,0.7415329768270945
ZFP90,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
KIAA0141,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
TPRG1L,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
CD302,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
KANSL1-AS1,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
RRP8,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
SIL1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CTD-2035E11.3,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
FAHD2A,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
ACER3,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
TFRC,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
H3F3B,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
BHLHE40,0.0273876404494382,0.9585674157303371,0.00041291601943252936,0.03042134831460674,0.025531792680891088,0.05291521462406878
GPR171,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
AK5,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
USP38,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CAPZB,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
DBNL,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
BTG2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
ERCC5,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
RPL14,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPL12,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
PTRH1,0.023174157303370788,0.0,0.0,0.027469297099555787,0.022794265506577982,0.7575757575757576
SLC25A3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
LILRB2,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
GAMT,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CYFIP1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
BTG1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
NDUFB2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
BCL2L1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
USB1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
CD36,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
EIF3E,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
CRK,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
SNHG8,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
ARHGAP26,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
MTMR11,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
TMEM191B,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
GNPDA1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
C4orf3,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
CD244,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
MAF1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
CD37,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
PDCL,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
CD164,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
FEM1B,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
C11orf1,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
RHOH,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
NR1D2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
DAD1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
PPP5C,0.028792134831460675,0.0,0.0,0.031498127340823974,0.026846933646289248,0.7036585365853658
FNDC3A,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
APAF1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
CES1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
SYNGR1,0.04002808988764045,0.0,0.0,0.040039992382403355,0.03308895817059303,0.5056390977443609
GNS,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
DNMT3A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPL35,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
TMED1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
RPS14,0.03932584269662921,0.0,0.0,0.039372659176029966,0.03308894087966637,0.5233766233766234
RGS3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
COMMD6,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
PTP4A3,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
TMIGD2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CCL4L2,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
PELI1,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
CPNE2,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
MAVS,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
RPL36,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
GMFG,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
B2M,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
ABHD5,0.023174157303370788,0.0,0.0,0.027469297099555787,0.022794265506577982,0.7575757575757576
QDPR,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
IGSF6,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
MEF2D,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
ARSG,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
COG3,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
DNASE1L1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
POLR1E,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TBC1D10C,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
SSFA2,0.04002808988764045,0.0,0.0,0.040039992382403355,0.03308895817059303,0.5056390977443609
SPNS3,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
DENND1B,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
FBXL12,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
IRAK3,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
ARPC4,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
EIF4G2,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
SEMA4A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
LEO1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
TNFAIP2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
NEK9,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
UQCRH,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
AOAH,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
AC013264.2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
LILRB4,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
EML2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
IPCEF1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
THRA,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
SEC62,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
CREB3L2,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
ALKBH3,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
HAVCR2,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
TBX21,0.03230337078651685,0.9185393258426966,0.0005008321635483627,0.03355295769993391,0.02896100533620364,0.05856081137401468
PIGK,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RFFL,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
TAGLN2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
CXCL16,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
MYCBP,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
HERPUD1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
HMGB1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
ISG20,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
AIFM1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
FCMR,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
UCK1,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
POGK,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
KCNK6,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
HINT1,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
TBP,0.02247191011235955,0.6341292134831461,0.0,0.026842366159947124,0.022794248215651323,0.07153333017930642
LAMTOR5,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
FAM217B,0.030196629213483143,0.0,0.0,0.03236108973372326,0.026846968228142566,0.6589147286821705
MPRIP,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
PSTPIP2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
STX11,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
SNX3,0.037219101123595506,0.0,0.0,0.03749777064383806,0.03308888900688639,0.581277213352685
DNTTIP1,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
PXN,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
IFI44,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
IGFBP7,0.04073033707865169,0.0,0.0,0.04073033707865169,0.0330889754615197,0.48880822746521474
HIST3H2A,0.023876404494382022,0.0,0.0,0.027792465300727036,0.02279428279750464,0.7415329768270945
KIAA0586,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
APBA3,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
TMEM243,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
FKBP1A,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
CYSTM1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
PI4KA,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
IL1B,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
GPBP1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
RBM47,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
MXD1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
MT-ND4,0.03230337078651685,0.0,0.0,0.03374799357945426,0.029278681157174056,0.6512077294685991
ZSWIM8,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
ADA,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RPL3,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
SF3B5,0.025280898876404494,0.0,0.0,0.029529494382022473,0.02441522071725771,0.7412698412698413
CRTAM,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
PIEZO1,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
ATF3,0.023174157303370788,0.28581460674157305,0.0,0.027161918138041734,0.022794265506577982,0.14902272366121086
ERAP1,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
NOL4L,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
SH2D2A,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
EFCAB2,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
PDZD11,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
DAZAP2,0.03089887640449438,0.0,0.0,0.032810549313358306,0.02684698551906923,0.638477801268499
MEGF9,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
CLEC4E,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
ATF5,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
RUNX2,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
TM2D2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ZFP91,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
ENTPD6,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
COMTD1,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
ZNF561,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
MBOAT7,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
SEPT7,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
ATP6V0A2,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
CHN2,0.023174157303370788,0.0,0.0,0.027469297099555787,0.022794265506577982,0.7575757575757576
TMEM41A,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
HIVEP3,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
EMP3,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
HLA-DMA,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GNAS,0.02247191011235955,0.0,0.0,0.027153558052434457,0.022794248215651323,0.7741935483870968
MYL6,0.03581460674157303,0.0,0.0,0.03634399308556612,0.03177080858395601,0.596078431372549
ARHGEF40,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
TSTD1,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
ALDH3A2,0.03441011235955056,0.0,0.0,0.03525909776957907,0.030452762742878947,0.6105442176870748
UBL5,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
FRAT2,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
SERTAD2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
PRAM1,0.03300561797752809,0.0,0.0,0.03423709493567823,0.030452728161025622,0.6549491211840888
CHRM3-AS2,0.026685393258426966,0.0,0.0,0.030286660904638437,0.025589250430182668,0.7354196301564723
TMA7,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
AC090498.1,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
RPS25,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
ICT1,0.03160112359550562,0.0,0.0,0.033272669726222504,0.028020997941067476,0.6434343434343435
TBK1,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
EPHX2,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
SH3BGRL,0.024578651685393256,0.0,0.0,0.02916493272298516,0.02441520342633105,0.7563025210084033
ITPK1,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
FES,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
S1PR5,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
P2RY13,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
HSPA1A,0.02598314606741573,0.0,0.0,0.029903285450149343,0.02441523800818437,0.7267267267267268
RARA,0.026685393258426966,0.20154494382022473,0.0,0.030021067415730338,0.025589250430182668,0.21945093457943926
PHYH,0.028089887640449437,0.0,0.0,0.031083678296865765,0.02684691635536258,0.7282051282051282
GIMAP8,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
SPCS2,0.0351123595505618,0.0,0.0,0.035793326523663606,0.030452780033805606,0.5893877551020408
ACSL5,0.03651685393258427,0.0,0.0,0.036911867977528094,0.03308887171595972,0.6025641025641025
SCYL2,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
RASGRP2,0.03792134831460674,0.0,0.0,0.03810257339615803,0.033088906297813046,0.5611460517120894
GALM,0.038623595505617975,0.0,0.0,0.03872720574691472,0.0330889235887397,0.5420875420875421
PPAN,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
VPS33A,0.0273876404494382,0.0,0.0,0.030679994163140233,0.02558926772110933,0.717948717948718
