Source,Target,Color
ESRRA,FAM129C,blue
ESRRA,GNG2,blue
ESRRA,AKAP13,blue
ESRRA,PMVK,blue
ESRRA,SCAMP1-AS1,blue
ESRRA,EIF1AY,blue
ESRRA,TOB1,blue
ESRRA,PDK2,blue
ESRRA,BACH1,blue
ESRRA,MLLT6,blue
ESRRA,DNASE1,blue
ESRRA,KHSRP,blue
ESRRA,DHX16,blue
ESRRA,FAM78A,blue
ESRRA,PSMA4,blue
ESRRA,STX16,blue
ESRRA,CAT,blue
ESRRA,SPRTN,blue
ESRRA,NFE2L2,blue
ESRRA,DEGS1,blue
ESRRA,C14orf119,blue
ESRRA,PDXK,blue
ESRRA,ZNF524,blue
ESRRA,GLT8D1,blue
ESRRA,TMEM123,blue
ESRRA,AP2A2,blue
ESRRA,TCOF1,blue
ESRRA,ORAI1,blue
ESRRA,UBE2B,blue
ESRRA,ZFYVE27,blue
ESRRA,RAD1,blue
ESRRA,GLRX,blue
ESRRA,MSH2,blue
ESRRA,IFI16,blue
ESRRA,VPS13A,blue
ESRRA,CFD,blue
ESRRA,LEPROT,blue
ESRRA,KIAA1429,blue
ESRRA,RNF170,blue
ESRRA,ARL6IP1,blue
ESRRA,DNAJC7,blue
ESRRA,TXNDC11,blue
ESRRA,UPF2,blue
ESRRA,CYB561A3,blue
ESRRA,GPKOW,blue
ESRRA,KDM6B,blue
ESRRA,P4HB,blue
ESRRA,DMTF1,blue
ESRRA,PTPRE,blue
ESRRA,TSC22D2,blue
ESRRA,NECAP1,blue
ESRRA,DDX10,blue
ESRRA,YIF1B,blue
ESRRA,ATXN7,blue
ESRRA,KDSR,blue
ESRRA,PNPT1,blue
ESRRA,MGME1,blue
ESRRA,MUS81,blue
ESRRA,AQP3,blue
ESRRA,CHERP,blue
ESRRA,UBR5,blue
ESRRA,ZNF317,blue
ESRRA,TRIM56,blue
ESRRA,CXorf38,blue
ESRRA,EMG1,blue
ESRRA,ADRBK1,blue
ESRRA,ATF6B,blue
ESRRA,DOCK2,blue
ESRRA,PPWD1,blue
ESRRA,CMTR2,blue
ESRRA,KIAA1191,blue
ESRRA,ASB16-AS1,blue
ESRRA,C15orf57,blue
ESRRA,ISY1,blue
ESRRA,NANS,blue
ESRRA,PAG1,blue
ESRRA,TBC1D15,blue
ESRRA,NOL7,blue
ESRRA,PSTPIP1,blue
ESRRA,MAP7D3,blue
ESRRA,CD55,blue
ESRRA,VCAN,blue
ESRRA,NFYC,blue
ESRRA,PARP14,blue
ESRRA,RAC1,blue
ESRRA,P4HTM,blue
ESRRA,FCER2,blue
ESRRA,ELOVL5,blue
ESRRA,BRIX1,blue
ESRRA,LCP1,blue
ESRRA,REV3L,blue
ESRRA,CEP290,blue
ESRRA,RAD51C,blue
ESRRA,WDR37,blue
ESRRA,IST1,blue
ESRRA,ASAP1,blue
ESRRA,PLCL2,blue
ESRRA,ATP13A1,blue
ESRRA,SLC39A3,blue
ESRRA,FNIP1,blue
ESRRA,NFKBIL1,blue
ESRRA,TNFRSF13C,blue
ESRRA,NOP10,blue
ESRRA,RSRP1,blue
ESRRA,NAMPT,blue
ESRRA,MRRF,blue
ESRRA,ARV1,blue
ESRRA,IRF8,blue
ESRRA,RASSF7,blue
ESRRA,MAPK1,blue
ESRRA,CD82,blue
ESRRA,ATPAF1,blue
ESRRA,PCNXL4,blue
ESRRA,FRG1,blue
ESRRA,CSNK1G2,blue
ESRRA,EXOSC9,blue
ESRRA,IL2RB,blue
ESRRA,SCAND1,blue
ESRRA,IL13RA1,blue
ESRRA,DLD,blue
ESRRA,YRDC,blue
ESRRA,SRPK1,blue
ESRRA,BCL2L13,blue
ESRRA,DDX23,blue
ESRRA,MRPS11,blue
ESRRA,SLC35C2,blue
ESRRA,GPN1,blue
ESRRA,PREPL,blue
ESRRA,GOPC,blue
ESRRA,ATM,blue
ESRRA,PLEC,blue
ESRRA,ICE2,blue
ESRRA,UHRF2,blue
ESRRA,WSB1,blue
ESRRA,TNFAIP3,blue
ESRRA,HMGA1,blue
ESRRA,BAZ1B,blue
ESRRA,HEBP1,blue
ESRRA,SAMD3,blue
ESRRA,PPM1K,blue
ESRRA,ARHGAP9,blue
ESRRA,TNFRSF14,blue
ESRRA,ILKAP,blue
ESRRA,USP33,blue
ESRRA,KTN1,blue
ESRRA,SPON2,blue
ESRRA,PRKCD,blue
ESRRA,BRD2,blue
ESRRA,RGS19,blue
ESRRA,HIBADH,blue
ESRRA,APC,blue
ESRRA,XXbac-BPG299F13.17,blue
ESRRA,CEBPD,blue
ESRRA,SCO1,blue
ESRRA,MED17,blue
ESRRA,STARD3NL,blue
ESRRA,CASP8,blue
ESRRA,IGHD,blue
ESRRA,AAED1,blue
ESRRA,ADD1,blue
ESRRA,KAT6B,blue
ESRRA,ANKIB1,blue
ESRRA,PARP4,blue
ESRRA,B4GALT1,blue
ESRRA,TACC3,blue
ESRRA,CREM,blue
ESRRA,SEC24C,blue
ESRRA,WWP2,blue
ESRRA,PDLIM5,blue
ESRRA,PIM1,blue
ESRRA,CCDC167,blue
ESRRA,AK3,blue
ESRRA,PRKCB,blue
ESRRA,SVIP,blue
ESRRA,ANAPC5,blue
ESRRA,PRPSAP2,blue
ESRRA,NT5C3A,blue
ESRRA,RANBP2,blue
ESRRA,SHISA5,blue
ESRRA,CTSH,blue
ESRRA,AP2S1,blue
ESRRA,MPPE1,blue
ESRRA,OBFC1,blue
ESRRA,PRKAR2A,blue
ESRRA,MGEA5,blue
ESRRA,ANKRA2,blue
ESRRA,POLR3H,blue
ESRRA,SMCHD1,blue
ESRRA,TP53,blue
ESRRA,ARHGEF3,blue
ESRRA,CD99,blue
ESRRA,CAB39,blue
ESRRA,CSNK1E,blue
ESRRA,SGTA,blue
ESRRA,COQ9,blue
ESRRA,RBMS1,blue
ESRRA,PTTG1IP,blue
ESRRA,GATAD2B,blue
ESRRA,MED8,blue
ESRRA,LPXN,blue
ESRRA,SUPT5H,blue
ESRRA,RNF14,blue
ESRRA,MAPK13,blue
ESRRA,METTL15,blue
ESRRA,UBP1,blue
ESRRA,ING2,blue
ESRRA,BAZ2B,blue
ESRRA,DIAPH1,blue
ESRRA,MPHOSPH8,blue
ESRRA,C1orf50,blue
ESRRA,OSER1,blue
ESRRA,PRKRIR,blue
ESRRA,SNRPB2,blue
ESRRA,GIGYF2,blue
ESRRA,SCML4,blue
ESRRA,HIST1H1D,blue
ESRRA,TSEN54,blue
ESRRA,LRRC47,blue
ESRRA,PPP4C,blue
ESRRA,FAM3C,blue
ESRRA,BAP1,blue
ESRRA,CISD3,blue
ESRRA,FPGS,blue
ESRRA,TRAPPC2,blue
ESRRA,IVD,blue
ESRRA,TANK,blue
ESRRA,SH3GLB2,blue
ESRRA,ALDH2,blue
ESRRA,APOL2,blue
ESRRA,RBM22,blue
ESRRA,ARL4A,blue
ESRRA,BTBD7,blue
ESRRA,TMED7,blue
ESRRA,IMPDH1,blue
ESRRA,MZB1,blue
ESRRA,KPNA3,blue
ESRRA,MAPK14,blue
ESRRA,FCRLA,blue
ESRRA,ANKH,blue
ESRRA,HSD17B12,blue
ESRRA,NBPF19,blue
ESRRA,IQGAP1,blue
ESRRA,SPNS1,blue
ESRRA,HNRNPD,blue
ESRRA,OFD1,blue
ESRRA,LAT2,blue
ESRRA,SAMSN1,blue
ESRRA,ATPAF2,blue
ESRRA,POMC,blue
ESRRA,DOK2,blue
ESRRA,TMX4,blue
ESRRA,NDUFA2,blue
ESRRA,DENND2D,blue
ESRRA,MDM4,blue
ESRRA,GPN3,blue
ESRRA,CARD16,blue
ESRRA,MDFIC,blue
ESRRA,FZR1,blue
ESRRA,HIST1H2AC,blue
ESRRA,CUL4A,blue
ESRRA,PSMD12,blue
ESRRA,EIF1B,blue
ESRRA,MVB12A,blue
ESRRA,SRSF1,blue
ESRRA,CDK11B,blue
ESRRA,VEZT,blue
ESRRA,C3orf38,blue
ESRRA,SRRM2,blue
ESRRA,TMEM33,blue
ESRRA,INPP4A,blue
ESRRA,GUSB,blue
ESRRA,FAM120AOS,blue
ESRRA,RASSF5,blue
ESRRA,DENND4A,blue
ESRRA,ZC3H11A,blue
ESRRA,BROX,blue
ESRRA,PDIA6,blue
ESRRA,SLC16A7,blue
ESRRA,DNAJB11,blue
ESRRA,DERL1,blue
ESRRA,MFSD10,blue
ESRRA,LZIC,blue
ESRRA,FAM45A,blue
ESRRA,LDHA,blue
ESRRA,IFFO1,blue
ESRRA,ABCF1,blue
ESRRA,BLVRB,blue
ESRRA,NAA60,blue
ESRRA,IPO9,blue
ESRRA,TMEM101,blue
ESRRA,SLC39A4,blue
ESRRA,PPP3R1,blue
ESRRA,MVP,blue
ESRRA,DENND3,blue
ESRRA,ARCN1,blue
ESRRA,CTNNA1,blue
ESRRA,NELFE,blue
ESRRA,LINC00152,blue
ESRRA,CD40LG,blue
ESRRA,TPGS1,blue
ESRRA,ZEB2,blue
ESRRA,AKTIP,blue
ESRRA,GNL3L,blue
ESRRA,TMEM199,blue
ESRRA,PRR14,blue
ESRRA,PREX1,blue
ESRRA,THAP5,blue
ESRRA,GLYR1,blue
ESRRA,FAM110A,blue
ESRRA,EPS15L1,blue
ESRRA,GLI4,blue
ESRRA,IVNS1ABP,blue
ESRRA,HAUS1,blue
ESRRA,DUSP23,blue
ESRRA,PCED1B,blue
ESRRA,KCNAB2,blue
ESRRA,LUC7L3,blue
ESRRA,CLN6,blue
ESRRA,ORC4,blue
ESRRA,PTPN12,blue
ESRRA,TSR3,blue
ESRRA,ALDH16A1,blue
ESRRA,GOLT1B,blue
ESRRA,RNF11,blue
ESRRA,EXOSC10,blue
ESRRA,MYCBP2,blue
ESRRA,RMND5B,blue
ESRRA,MAST3,blue
ESRRA,SP140,blue
ESRRA,CASC3,blue
ESRRA,AP3M2,blue
ESRRA,TMEM175,blue
ESRRA,ACAT2,blue
ESRRA,EIF2S3,blue
ESRRA,SNX2,blue
ESRRA,KIAA0040,blue
ESRRA,FAM134C,blue
ESRRA,PGD,blue
ESRRA,RNF167,blue
ESRRA,CEP170,blue
ESRRA,SLC2A3,blue
ESRRA,ZMAT3,blue
ESRRA,SSR1,blue
ESRRA,TRAM1,blue
ESRRA,TRPV2,blue
ESRRA,RABIF,blue
ESRRA,MLH3,blue
ESRRA,POLR2J3,blue
ESRRA,BANK1,blue
ESRRA,STAT3,blue
ESRRA,B3GNT2,blue
ESRRA,MFSD11,blue
ESRRA,GTPBP1,blue
ESRRA,PSMB8-AS1,blue
ESRRA,FUOM,blue
ESRRA,RALY,blue
ESRRA,IRF2BPL,blue
ESRRA,EPC1,blue
ESRRA,SPTLC2,blue
ESRRA,RAB31,blue
ESRRA,NPM3,blue
ESRRA,FAM111A,blue
ESRRA,FIG4,blue
ESRRA,MEI1,blue
ESRRA,TNFSF13B,blue
ESRRA,ARHGAP15,blue
ESRRA,C9orf114,blue
ESRRA,USP4,blue
ESRRA,TRUB2,blue
ESRRA,ARHGAP1,blue
ESRRA,TWF1,blue
ESRRA,CDK5RAP3,blue
ESRRA,LINC01089,blue
ESRRA,DICER1,blue
ESRRA,ILF3-AS1,blue
ESRRA,OTUD5,blue
ESRRA,GLIPR2,blue
ESRRA,C19orf48,blue
ESRRA,MRPL47,blue
ESRRA,PML,blue
ESRRA,DAPK3,blue
ESRRA,RPA2,blue
ESRRA,IDS,blue
ESRRA,FXYD7,blue
ESRRA,TRIM33,blue
ESRRA,UBXN11,blue
ESRRA,MRPL10,blue
ESRRA,ATF6,blue
ESRRA,COX5A,blue
ESRRA,ATP6V0E2,blue
ESRRA,DSCR3,blue
ESRRA,GEMIN7,blue
ESRRA,MBD4,blue
ESRRA,STK4,blue
ESRRA,SIPA1,blue
ESRRA,DOCK10,blue
ESRRA,NPEPPS,blue
ESRRA,POGZ,blue
ESRRA,TRMT2A,blue
ESRRA,CUL2,blue
ESRRA,LRPPRC,blue
ESRRA,RAB3GAP1,blue
ESRRA,BZW2,blue
ESRRA,QTRT1,blue
ESRRA,MRPL46,blue
ESRRA,CD68,blue
ESRRA,RC3H2,blue
ESRRA,HP1BP3,blue
ESRRA,RGL2,blue
ESRRA,DVL2,blue
ESRRA,MON1B,blue
ESRRA,DDX24,blue
ESRRA,MT1X,blue
ESRRA,MTHFR,blue
ESRRA,PAPSS1,blue
ESRRA,BANP,blue
ESRRA,DNAJA1,blue
ESRRA,XPOT,blue
ESRRA,HSPBP1,blue
ESRRA,NUP54,blue
ESRRA,SMARCB1,blue
ESRRA,C12orf45,blue
ESRRA,IER5,blue
ESRRA,SYNGR2,blue
ESRRA,EHD4,blue
ESRRA,DYM,blue
ESRRA,EIF3M,blue
ESRRA,AKAP7,blue
ESRRA,STAT2,blue
ESRRA,RASSF2,blue
ESRRA,NMRK1,blue
ESRRA,ITFG1,blue
ESRRA,DERA,blue
ESRRA,RAB1B,blue
ESRRA,NUCB2,blue
ESRRA,CBX1,blue
ESRRA,DENND4B,blue
ESRRA,ARHGAP27,blue
ESRRA,ADAM28,blue
ESRRA,HVCN1,blue
ESRRA,UBLCP1,blue
ESRRA,SERPINA1,blue
ESRRA,EXOSC7,blue
ESRRA,PSMC5,blue
ESRRA,FNBP1,blue
ESRRA,TOMM20,blue
ESRRA,NONO,blue
ESRRA,TPK1,blue
ESRRA,STRADB,blue
ESRRA,RIT1,blue
ESRRA,DZIP3,blue
ESRRA,RUFY1,blue
ESRRA,SENP7,blue
ESRRA,MRPL39,blue
ESRRA,CTSC,blue
ESRRA,XIAP,blue
ESRRA,SLC7A7,blue
ESRRA,TUG1,blue
ESRRA,CLK1,blue
ESRRA,LMF2,blue
ESRRA,FERMT3,blue
ESRRA,TBC1D20,blue
ESRRA,LRRC58,blue
ESRRA,NDUFAF1,blue
ESRRA,RCC2,blue
ESRRA,RHBDD2,blue
ESRRA,WIPF1,blue
ESRRA,ARPC5L,blue
ESRRA,DCK,blue
ESRRA,PRKCH,blue
ESRRA,CCDC14,blue
ESRRA,HLA-DOB,blue
ESRRA,TTF1,blue
ESRRA,ROMO1,blue
ESRRA,ITGAL,blue
ESRRA,GADD45B,blue
ESRRA,DHX38,blue
ESRRA,CA5B,blue
ESRRA,TMEM205,blue
ESRRA,KAT6A,blue
ESRRA,TIA1,blue
ESRRA,NUP85,blue
ESRRA,MIB2,blue
ESRRA,SLC7A6,blue
ESRRA,IFNGR2,blue
ESRRA,YAF2,blue
ESRRA,DGCR2,blue
ESRRA,TECPR1,blue
ESRRA,ATIC,blue
ESRRA,ARHGAP30,blue
ESRRA,FAM102A,blue
ESRRA,GIMAP6,blue
ESRRA,HSDL2,blue
ESRRA,PIK3CG,blue
ESRRA,GLIPR1,blue
ESRRA,LSG1,blue
ESRRA,CRIP2,blue
ESRRA,IMMP1L,blue
ESRRA,TNRC6C,blue
ESRRA,EFR3A,blue
ESRRA,TYW3,blue
ESRRA,FAM49B,blue
ESRRA,YLPM1,blue
ESRRA,CYB5D2,blue
ESRRA,UBR2,blue
ESRRA,RHNO1,blue
ESRRA,C1orf132,blue
ESRRA,DPH7,blue
ESRRA,SCAPER,blue
ESRRA,FCHO1,blue
ESRRA,ZAP70,blue
ESRRA,ODC1,blue
ESRRA,VPS26A,blue
ESRRA,PRKRIP1,blue
ESRRA,H2AFV,blue
ESRRA,CXCR3,blue
ESRRA,CSRP1,blue
ESRRA,SLC18B1,blue
ESRRA,TRPT1,blue
ESRRA,NCL,blue
ESRRA,IMP3,blue
ESRRA,XAF1,blue
ESRRA,IP6K1,blue
ESRRA,PLCB2,blue
ESRRA,ARHGAP24,blue
ESRRA,KLRG1,blue
ESRRA,ATG5,blue
ESRRA,LGALS2,blue
ESRRA,ATP1B3,blue
ESRRA,CUL1,blue
ESRRA,SGK1,blue
ESRRA,C14orf166,blue
ESRRA,MAN2A1,blue
ESRRA,CD14,blue
ESRRA,ZC3H8,blue
ESRRA,ARF3,blue
ESRRA,SEPT11,blue
ESRRA,DIS3,blue
ESRRA,MRPL2,blue
ESRRA,RRP15,blue
ESRRA,SPG20,blue
ESRRA,RPS6KA4,blue
ESRRA,CCDC82,blue
ESRRA,TRABD2A,blue
ESRRA,CLTA,blue
ESRRA,CUL4B,blue
ESRRA,FAM117A,blue
ESRRA,SNRNP70,blue
ESRRA,SUCLA2,blue
ESRRA,XPC,blue
ESRRA,TRIM26,blue
ESRRA,ANKRD44,blue
ESRRA,IFI30,blue
ESRRA,ZSCAN16-AS1,blue
ESRRA,DPP3,blue
ESRRA,IQSEC1,blue
ESRRA,SQRDL,blue
ESRRA,FLT3LG,blue
ESRRA,SZRD1,blue
ESRRA,EXOSC3,blue
ESRRA,ABI2,blue
ESRRA,SNX17,blue
ESRRA,BOD1L1,blue
ESRRA,ARL8B,blue
ESRRA,CHKB,blue
ESRRA,FAM91A1,blue
ESRRA,PES1,blue
ESRRA,SLC12A9,blue
ESRRA,POLRMT,blue
ESRRA,HDHD2,blue
ESRRA,ATP6V1B2,blue
ESRRA,ANKRD12,blue
ESRRA,MATK,blue
ESRRA,IFT57,blue
ESRRA,G3BP2,blue
ESRRA,SIPA1L1,blue
ESRRA,GTF2H1,blue
ESRRA,OSTM1,blue
ESRRA,AMZ2,blue
ESRRA,SACM1L,blue
ESRRA,GYPC,blue
ESRRA,UBA3,blue
ESRRA,DUSP6,blue
ESRRA,KIAA2013,blue
ESRRA,CKS2,blue
ESRRA,PIGC,blue
ESRRA,EXOC5,blue
ESRRA,SEMA4D,blue
ESRRA,CHD9,blue
ESRRA,SENP5,blue
ESRRA,EML4,blue
ESRRA,LRRN3,blue
ESRRA,ST6GALNAC4,blue
ESRRA,AP3M1,blue
ESRRA,ZNF226,blue
ESRRA,NCF2,blue
ESRRA,HSD17B11,blue
ESRRA,ASL,blue
ESRRA,MIER1,blue
ESRRA,ACYP1,blue
ESRRA,C12orf76,blue
ESRRA,BLOC1S1,blue
ESRRA,EIF2AK4,blue
ESRRA,TNFRSF25,blue
ESRRA,RARS,blue
ESRRA,CIB1,blue
ESRRA,METTL17,blue
ESRRA,BCL7C,blue
ESRRA,NR3C1,blue
ESRRA,LYN,blue
ESRRA,IQGAP2,blue
ESRRA,CTD-2020K17.1,blue
ESRRA,REV1,blue
ESRRA,NPAT,blue
ESRRA,DDX17,blue
ESRRA,GTF3C5,blue
ESRRA,MAP3K13,blue
ESRRA,PLEKHF2,blue
ESRRA,SOX4,blue
ESRRA,GMEB1,blue
ESRRA,GGA2,blue
ESRRA,SLC35A4,blue
ESRRA,MPHOSPH10,blue
ESRRA,ZFPL1,blue
ESRRA,SFR1,blue
ESRRA,C6orf106,blue
ESRRA,ZNF680,blue
ESRRA,BCL2,blue
ESRRA,SH3TC1,blue
ESRRA,UBAP2L,blue
ESRRA,SEPT9,blue
ESRRA,KLRF1,blue
ESRRA,PTCH2,blue
ESRRA,SKIV2L,blue
ESRRA,ZFP36L1,blue
ESRRA,PPP1R8,blue
ESRRA,TPR,blue
ESRRA,PSMA6,blue
ESRRA,RP11-291B21.2,blue
ESRRA,CMTM3,blue
ESRRA,THUMPD3-AS1,blue
ESRRA,CD300A,blue
ESRRA,PFKL,blue
ESRRA,NCLN,blue
ESRRA,PTGER2,blue
ESRRA,RP11-707G18.1,blue
ESRRA,IFI6,blue
ESRRA,LAPTM4A,blue
ESRRA,SH3BP5,blue
ESRRA,RAB9A,blue
ESRRA,ARID5A,blue
ESRRA,TTC9C,blue
ESRRA,LY86,blue
ESRRA,SRI,blue
ESRRA,TMEM41B,blue
ESRRA,EIF3A,blue
ESRRA,CASP8AP2,blue
ESRRA,SMNDC1,blue
ESRRA,RFX1,blue
ESRRA,CDC42SE2,blue
ESRRA,IKBKB,blue
ESRRA,DSTYK,blue
ESRRA,SNHG19,blue
ESRRA,UTP4,blue
ESRRA,TRAPPC12,blue
ESRRA,C5orf15,blue
ESRRA,L3MBTL2,blue
ESRRA,UBE2K,blue
ESRRA,NARF,blue
ESRRA,SMAP1,blue
ESRRA,HELQ,blue
ESRRA,AP5M1,blue
ESRRA,TC2N,blue
ESRRA,CLN3,blue
ESRRA,TIPRL,blue
ESRRA,ZBTB7B,blue
ESRRA,IWS1,blue
ESRRA,CTC-479C5.12,blue
ESRRA,MIEN1,blue
ESRRA,TMEM2,blue
ESRRA,DKC1,blue
ESRRA,PSMB10,blue
ESRRA,POLR2F,blue
ESRRA,JOSD1,blue
ESRRA,MAP1S,blue
ESRRA,RAD23B,blue
ESRRA,PDLIM1,blue
ESRRA,NUP214,blue
ESRRA,PITPNM1,blue
ESRRA,NFKBIA,blue
ESRRA,ANKRD17,blue
ESRRA,SMIM14,blue
ESRRA,TRIM22,blue
ESRRA,RHOT2,blue
ESRRA,PAICS,blue
ESRRA,GMPS,blue
ESRRA,ADRBK2,blue
ESRRA,FAM98B,blue
ESRRA,AFF1,blue
ESRRA,TDG,blue
ESRRA,SWAP70,blue
ESRRA,HLA-DMB,blue
ESRRA,TTC39C,blue
ESRRA,SBF2,blue
ESRRA,SP100,blue
ESRRA,ABCF3,blue
ESRRA,CHMP4A,blue
ESRRA,TAF6,blue
ESRRA,EED,blue
ESRRA,SPEN,blue
ESRRA,DCAF8,blue
ESRRA,ORMDL3,blue
ESRRA,TBPL1,blue
ESRRA,LACTB,blue
ESRRA,ZBTB38,blue
ESRRA,CXXC5,blue
ESRRA,PRPSAP1,blue
ESRRA,CD22,blue
ESRRA,UQCC3,blue
ESRRA,DIMT1,blue
ESRRA,CSGALNACT1,blue
ESRRA,TTC7A,blue
ESRRA,GIGYF1,blue
ESRRA,CDC42EP3,blue
ESRRA,SKAP2,blue
ESRRA,DCP2,blue
ESRRA,PNO1,blue
ESRRA,CD5,blue
ESRRA,KIDINS220,blue
ESRRA,CNOT2,blue
ESRRA,RFC1,blue
ESRRA,NEK7,blue
ESRRA,PNPLA6,blue
ESRRA,TXLNG,blue
ESRRA,ALOX5AP,blue
ESRRA,EAF2,blue
ESRRA,KIF22,blue
ESRRA,BPTF,blue
ESRRA,HMOX2,blue
ESRRA,NIFK,blue
ESRRA,KIAA0430,blue
ESRRA,CAPZA1,blue
ESRRA,ZCCHC7,blue
ESRRA,UFD1L,blue
ESRRA,ERICH1,blue
ESRRA,VASP,blue
ESRRA,PCYT1A,blue
ESRRA,ANXA5,blue
ESRRA,TMEM138,blue
ESRRA,THEMIS2,blue
ESRRA,TPD52,blue
ESRRA,FAM3A,blue
ESRRA,SOAT1,blue
ESRRA,PACSIN2,blue
ESRRA,POM121,blue
ESRRA,PSMD11,blue
ESRRA,COQ2,blue
ESRRA,SNX4,blue
ESRRA,PSD4,blue
ESRRA,AP1B1,blue
ESRRA,TMEM204,blue
ESRRA,CBR4,blue
ESRRA,RAPGEF1,blue
ESRRA,NAA25,blue
ESRRA,PIGF,blue
ESRRA,PSMG3,blue
ESRRA,ABCF2,blue
ESRRA,SELPLG,blue
ESRRA,ATP6AP2,blue
ESRRA,TIMM44,blue
ESRRA,GYG1,blue
ESRRA,ARFGAP3,blue
ESRRA,TMEM173,blue
ESRRA,SNX20,blue
ESRRA,ING5,blue
ESRRA,INPP4B,blue
ESRRA,GOLGA3,blue
ESRRA,FAM208B,blue
ESRRA,PARVB,blue
ESRRA,LINC00869,blue
ESRRA,MFF,blue
ESRRA,CHD1L,blue
ESRRA,PLEKHA2,blue
ESRRA,USP15,blue
ESRRA,ZDHHC17,blue
ESRRA,PUM2,blue
ESRRA,NRROS,blue
ESRRA,TTPAL,blue
ESRRA,FAM73A,blue
ESRRA,UBIAD1,blue
ESRRA,NFKB1,blue
ESRRA,RP11-596C23.2,blue
ESRRA,CD72,blue
ESRRA,CCNDBP1,blue
ESRRA,PNKD,blue
ESRRA,PELP1,blue
ESRRA,NUP50,blue
ESRRA,NIT1,blue
ESRRA,FLJ37453,blue
ESRRA,RNF130,blue
ESRRA,ZNF562,blue
ESRRA,CTD-2336O2.1,blue
ESRRA,GPS2,blue
ESRRA,FAM175A,blue
ESRRA,NBR1,blue
ESRRA,C5orf56,blue
ESRRA,RBBP4,blue
ESRRA,DGKZ,blue
ESRRA,SERPINB1,blue
ESRRA,CAPG,blue
ESRRA,ERP44,blue
ESRRA,DRAM2,blue
ESRRA,CHPT1,blue
ESRRA,AP3D1,blue
ESRRA,GNPTG,blue
ESRRA,GALNT11,blue
ESRRA,MTF1,blue
ESRRA,UBA5,blue
ESRRA,TIMP1,blue
ESRRA,MRPL4,blue
ESRRA,POLD4,blue
ESRRA,UBXN2A,blue
ESRRA,POP7,blue
ESRRA,TSPAN32,blue
ESRRA,SAMD4B,blue
ESRRA,APOBEC3G,blue
ESRRA,FCF1,blue
ESRRA,NDUFB5,blue
ESRRA,TRPS1,blue
ESRRA,TRIM39,blue
ESRRA,C17orf49,blue
ESRRA,UNC45A,blue
ESRRA,SCCPDH,blue
ESRRA,DBF4,blue
ESRRA,AIM1,blue
ESRRA,PDK1,blue
ESRRA,APBA2,blue
ESRRA,ELMO1,blue
ESRRA,MINA,blue
ESRRA,RALGPS2,blue
ETS1,FIG4,green
ETS1,ATP2B4,green
ETS1,MAVS,green
ETS1,APBA3,green
ETS1,C9orf114,green
ETS1,USP4,green
ETS1,TRUB2,green
ETS1,ARHGAP1,green
ETS1,TWF1,green
ETS1,NF2,green
ETS1,PRRC1,green
ETS1,CISH,green
ETS1,LINC01089,green
ETS1,DICER1,green
ETS1,ILF3-AS1,green
ETS1,VCPIP1,green
ETS1,GRB2,green
ETS1,PSMG1,green
ETS1,MAPK6,green
ETS1,OTUD5,green
ETS1,PML,green
ETS1,DAPK3,green
ETS1,RPA2,green
ETS1,IDS,green
ETS1,HMGB1,green
ETS1,CDKN2D,green
ETS1,SSBP3,green
ETS1,TRIM33,green
ETS1,UBXN11,green
ETS1,MRPL10,green
ETS1,APIP,green
ETS1,ATF6,green
ETS1,LCP2,green
ETS1,RPL14,green
ETS1,COX5A,green
ETS1,ATP6V0E2,green
ETS1,DSCR3,green
ETS1,GEMIN7,green
ETS1,DNTTIP1,green
ETS1,DCUN1D5,green
ETS1,ANKRD13D,green
ETS1,MBD4,green
ETS1,STK4,green
ETS1,KATNA1,green
ETS1,DCAF6,green
ETS1,CCDC85B,green
ETS1,CSNK2A2,green
ETS1,FAHD2A,green
ETS1,SIPA1,green
ETS1,POGZ,green
ETS1,LSM10,green
ETS1,ALKBH3,green
ETS1,CAMK4,green
ETS1,SPG11,green
ETS1,GSTP1,green
ETS1,EEF1B2,green
ETS1,HELB,green
ETS1,ARL5B,green
ETS1,ZYX,green
ETS1,LRPPRC,green
ETS1,RAB3GAP1,green
ETS1,QTRT1,green
ETS1,CD68,green
ETS1,MORF4L1,green
ETS1,LINC00649,green
ETS1,RC3H2,green
ETS1,RGL2,green
ETS1,DVL2,green
ETS1,TOLLIP,green
ETS1,TMBIM4,green
ETS1,ITGB2-AS1,green
ETS1,ALDOC,green
ETS1,MON1B,green
ETS1,NUP37,green
ETS1,SYTL1,green
ETS1,RUNX2,green
ETS1,DDX24,green
ETS1,MT1X,green
ETS1,DBNL,green
ETS1,RPP25L,green
ETS1,RINL,green
ETS1,IGFBP7,green
ETS1,RPL36,green
ETS1,MTHFR,green
ETS1,BANP,green
ETS1,WDFY1,green
ETS1,RRP8,green
ETS1,XPOT,green
ETS1,CBL,green
ETS1,HSPBP1,green
ETS1,DBI,green
ETS1,RANBP1,green
ETS1,INTS1,green
ETS1,IMPA2,green
ETS1,SMARCB1,green
ETS1,DNASE1L1,green
ETS1,NOC4L,green
ETS1,AKT1S1,green
ETS1,JUN,green
ETS1,C12orf45,green
ETS1,SH3BGRL3,green
ETS1,IER5,green
ETS1,SYNGR2,green
ETS1,IKBIP,green
ETS1,ETFB,green
ETS1,EHD4,green
ETS1,DYM,green
ETS1,STK17B,green
ETS1,STAT5B,green
ETS1,EIF3M,green
ETS1,RPL10,green
