,TF,Target
47610,BHLHE40,TRAF1
47611,MAZ,DCK
47612,CDK9,TRIB2
47613,EP300,HNRNPA2B1
47614,RUNX3,KAT2A
47615,NFYB,G6PC3
47616,TAF1,PTGS2
47617,LMO2,DUSP28
47618,FOXP1,PRKCB
47619,BHLHE40,PTPRC
47620,ATF2,JMJD1C
47621,EP300,BST2
47622,CDK9,SLC4A7
47623,RXRA,TMIGD2
47624,BCL6,RASSF4
47625,RARA,GBP3
47626,CDK9,MKRN2
47627,EP300,ADIPOR2
47628,ETV6,PLXDC2
47629,ATF3,TBC1D20
47630,TAF1,AC006369.2
47631,NFYB,SLC39A8
47632,MEF2C,SLCO3A1
47633,GABPA,ACER3
47634,SPI1,MVD
47635,CTBP2,TNFAIP2
47636,IRF1,MIAT
47637,ZNF143,RPS8
47638,RARA,DUSP1
47639,IRF5,ID1
47640,BCL6,BORCS6
47641,IRF1,WHAMM
47642,POU2F2,MRPL17
47643,POU2F2,ZNF44
47644,CTBP2,GSN
47645,MAZ,ZFYVE27
47646,NFYB,WDR37
47647,GABPA,MTAP
47648,BHLHE40,ARID3A
47649,TCF12,DHX16
47650,STAT5B,ABHD2
47651,RXRA,HRAS
47652,BCL6,TXLNG
47653,IRF5,DDX17
47654,GATA3,DNAJA1
47655,MAZ,RSRP1
47656,LYL1,RARA
47657,EP300,RBMS1
47658,ATF2,NFKBIZ
47659,GABPA,POU2F1
47660,ELF1,TNFRSF1A
47661,IRF1,LAP3
47662,RXRA,TANGO2
47663,JUND,VPS45
47664,POU2F2,SUDS3
47665,GABPA,PRDX6
47666,CTBP2,GALK2
47667,CEBPA,CCDC59
47668,CEBPA,PDIA3
47669,MAZ,TCIRG1
47670,ESRRA,IGSF6
47671,ESRRA,UBB
47672,MEF2C,SIRPB1
47673,CEBPA,BEST1
47674,SPI1,UBR2
47675,EP300,PLIN2
47676,ATF2,BCL9L
47677,MAZ,GMPS
47678,MAZ,OBFC1
47679,CREBBP,RANBP1
47680,BHLHE40,SMARCD1
47681,BCL6,MVD
47682,TCF12,TCIRG1
47683,GABPA,SCAMP4
47684,FOXP1,TPRA1
47685,POLR2A,ZNF511
47686,TAF1,WWP2
47687,IRF1,EIF2AK4
47688,TAF1,BST1
47689,LMO2,FCGR2A
47690,BHLHE40,DUSP6
47691,POU2F2,SERF2
47692,CEBPA,FAM78A
47693,ATF2,CD48
47694,NFYB,C15orf39
47695,CREBBP,PAPSS1
47696,ESRRA,SPRYD3
47697,GABPA,ENY2
47698,FLI1,RABGAP1
47699,ATF3,FBXW2
47700,CDK9,NAMPT
47701,MAZ,ZNF524
47702,STAT4,PRR14
47703,ZZZ3,LILRB2
47704,IRF1,SRD5A3
47705,BRD3,MAST3
47706,ETS1,IFNAR2
47707,CDK9,ESRRA
47708,GABPA,GMEB1
47709,POU2F1,THRA
47710,CEBPA,SIPA1L1
47711,ETV6,SCARB2
47712,SPI1,NAGA
47713,SPI1,PSMA6
47714,TBX21,SLCO3A1
47715,STAT5B,DPYD
47716,NFYB,TXNRD1
47717,FOS,TRAF1
47718,CTBP2,OSTF1
47719,TBP,IP6K2
47720,POLR2A,MVP
47721,ETV6,DNAJC5
47722,FOS,PTPRC
47723,ETS1,CNPY3
47724,POLR2A,RMDN3
47725,JUND,ZC3H4
47726,STAT5B,HELB
47727,STAT4,AC093673.5
47728,GABPA,SRSF8
47729,LMO2,DYRK1A
47730,IRF1,SLC35A4
47731,BHLHE40,SLC12A9
47732,EP300,MLLT3
47733,ATF3,SCCPDH
47734,LYL1,RCHY1
47735,CTBP2,FCF1
47736,RARA,SF1
47737,BATF,SEMA4A
47738,BHLHE40,IGHM
47739,CREBBP,RASSF2
47740,IRF1,OFD1
47741,STAT5A,ORAI1
47742,LYL1,APMAP
47743,ATF3,TMEM204
47744,FLI1,RARS
47745,STAT5B,TNFRSF14
47746,LYL1,SPTLC2
47747,LMO2,PTRH1
47748,MAZ,SPTAN1
47749,POLR2A,SH3TC1
47750,CTBP2,BTG1
47751,BCL6,BCL11A
47752,JUND,S100A9
47753,CDK9,ITGAL
47754,STAT4,LYRM9
47755,TCF12,C18orf25
47756,ETS1,SLC4A7
47757,CEBPA,STAMBP
47758,CREBBP,TBP
47759,ETS1,MKRN2
47760,CDK9,ISG20L2
47761,CEBPA,RPL18A
47762,TBX21,SIRPB1
47763,CDK9,AURKAIP1
47764,BATF,FAM114A2
47765,MAZ,KTN1
47766,BRD3,IRF2BP2
47767,BCL6,NAGA
47768,POLR2A,AMD1
47769,CBFB,LYRM9
47770,IRF1,IK
47771,POLR2A,CDCA7L
47772,CEBPA,CBR4
47773,FLI1,LACTB2
47774,CDK9,GABPB1
47775,FOXP1,SPCS2
47776,STAT1,CXorf38
47777,BRD3,TTC7A
47778,GATA3,NIPSNAP1
47779,ZZZ3,RPS8
47780,TCF12,PHF21A
47781,BATF,FAM127A
47782,CTBP2,ABI2
47783,EP300,SH3BGRL
47784,LMO2,C11orf58
47785,FOS,CD28
47786,FLI1,C18orf8
47787,FLI1,HSPA1A
47788,EP300,ARV1
47789,EP300,MLEC
47790,FOXP1,HLA-C
47791,RAD21,SIPA1L1
47792,BCL11A,MYL12A
47793,ATF3,FAM101B
47794,POU2F2,TMEM204
47795,CEBPA,TSTD1
47796,FOXP1,GIMAP6
47797,TAF1,RPP25L
47798,NFYB,HMOX1
47799,ETS1,ARPC3
47800,ZNF143,UBE2H
47801,RUNX3,PPP6R1
47802,EP300,TBXAS1
47803,MAZ,LINC00869
47804,RUNX3,GRB2
47805,FOXP1,SLC4A1AP
47806,BCL6,MAN2A1
47807,ATF3,DPP4
47808,JUND,ATP6V1G1
47809,POU2F2,GDI2
47810,ESRRA,MYCBP
47811,TBP,ACSL5
47812,MAZ,SZRD1
47813,RUNX3,ICT1
47814,RXRA,SYNE3
47815,ESRRA,TGFBI
47816,ATF2,ARID5A
47817,IRF1,PDLIM5
47818,ATF3,CRTAM
47819,CTBP2,RPL22L1
47820,BCL11A,CD22
47821,FOXP1,QPCT
47822,CDK9,USB1
47823,RUNX3,RPLP1
47824,ELF1,GSTP1
47825,CEBPA,IL6R
47826,STAT4,SPCS1
47827,GATA3,CHPT1
47828,FOS,IGHM
47829,IRF1,NUCKS1
47830,GABPA,MIR4435-2HG
47831,ETS1,ESRRA
47832,FOXP1,NCL
47833,BCL6,HNRNPR
47834,ATF3,PLCB2
47835,RXRA,PLEKHB1
47836,CREBBP,CXXC5
47837,POU2F2,SPON2
47838,TAF1,HLA-DMA
47839,GABPA,STK4
47840,BCL11A,CHERP
47841,POU2F2,FAM101B
47842,ESRRA,C11orf1
47843,EP300,CALM2
47844,TBL1XR1,EHBP1L1
47845,CDK9,YPEL5
47846,ETV6,SP100
47847,IRF1,DSTYK
47848,MAZ,RNF220
47849,CREBBP,CEP170
47850,CBFB,HIGD2A
47851,POU2F2,DPP4
47852,STAT4,ATP5I
47853,TAF1,CKAP4
47854,CBFB,KDM2A
47855,FOXP1,TIPARP
47856,LMO2,ARPC1B
47857,EP300,PCYT2
47858,RUNX3,PCNA
47859,EP300,C3orf58
47860,ETV6,SLC1A5
47861,GABPA,AES
47862,RXRA,ZNF317
47863,TCF12,RNF220
47864,ETS1,ITGAL
47865,MEF2C,FAM129C
47866,TCF12,DUSP1
47867,RAD21,TSTD1
47868,POU2F2,CRTAM
47869,STAT4,ARHGEF40
47870,ATF3,RAB34
47871,IRF1,HNRNPA2B1
47872,CREBBP,BANP
47873,ATF3,FPR1
47874,POLR2A,AKT1S1
47875,CREBBP,CTAGE5
47876,IRF1,BST2
47877,SPI1,PES1
47878,FOXP1,SRRM2
47879,CEBPA,SAMHD1
47880,SPI1,SMIM7
47881,CDK9,RAB27A
47882,GABPA,CTBP2
47883,EP300,NIPAL3
47884,GABPA,DMTF1
47885,ATF3,SPATC1L
47886,EP300,GRAP2
47887,CREBBP,SGTA
47888,CREBBP,FAM110A
47889,POU2F2,IL6ST
47890,TCF12,NFAT5
47891,EP300,SIRT7
47892,RAD21,IL6R
47893,RARA,CD28
47894,FLI1,LINC01003
47895,MAZ,RP11-792A8.4
47896,MAZ,ACAA2
47897,POLR2A,ETS1
47898,CDK9,CLN5
47899,RUNX3,CSRNP1
47900,CREBBP,ENTPD6
47901,TAF1,ATAD2B
47902,IRF1,MGME1
47903,JUND,CD300A
47904,ZZZ3,SLC12A7
47905,FOS,FHIT
47906,MAZ,PTCH2
47907,CEBPA,NUDT16L1
47908,TAF1,CD72
47909,MAZ,GPATCH2L
47910,LMO2,ORAI1
47911,RXRA,CD40LG
47912,TAF1,FAM228B
47913,CEBPA,CA5B
47914,LMO2,KLHL7
47915,TAF1,PSMA7
47916,NFYB,CD300C
47917,CREBBP,PPP1R18
47918,FOXP1,KCTD12
47919,POU2F2,PVT1
47920,POLR2A,CIB1
47921,MAZ,POLR2A
47922,RUNX3,DPP8
47923,TBP,RPL8
47924,CDK9,MOGS
47925,MAZ,CREBZF
47926,ESRRA,DRAP1
47927,POU2F2,FPR1
47928,TAF1,LDLRAD4
47929,GATA3,RMDN3
47930,TCF12,PTCH2
47931,BATF,MAFB
47932,IRF5,MIEF1
47933,ELF1,DYNLT1
47934,TAF1,TARBP1
47935,TBP,RPL14
47936,ELF1,MTFP1
47937,CDK9,POU2F2
47938,ESRRA,LMO2
47939,CDK9,FAM208B
47940,GATA3,KCNK6
47941,TCF12,POLR2A
47942,ETS1,USB1
47943,ELF1,ACTN1
47944,LMO2,C5orf56
47945,TCF12,ANXA2
47946,POU2F2,CTD-2020K17.1
47947,ZZZ3,PTP4A3
47948,ETS1,PPP5C
47949,EP300,CPSF7
47950,BCL11A,EZR
47951,BCL6,BCLAF1
47952,ATF3,IL2RG
47953,TCF12,NINJ1
47954,ZZZ3,TIMP2
47955,STAT4,ADRB2
47956,POU2F2,UPP1
47957,ETS1,TMOD3
47958,RARA,IQGAP2
47959,RXRA,POM121C
47960,FLI1,LGALS8
47961,TBX21,ITGAX
47962,JUND,CDC37L1
47963,POU2F1,MYH9
47964,FOS,AKTIP
47965,CEBPA,OGFRL1
47966,CREBBP,ARL4A
47967,RXRA,YPEL5
47968,TBP,MAST3
47969,GATA3,LINC00402
47970,ESRRA,PRMT7
47971,CREBBP,TMEM131
47972,ETV6,ALKBH3
47973,TAF1,PTPN6
47974,ETS1,RAD1
47975,BATF,CSF3R
47976,SIN3A,CARS
47977,EP300,POLR1E
47978,LYL1,SERTAD2
47979,ELF1,DPH7
47980,FLI1,SPN
47981,TAF1,AZI2
47982,TBX21,CALHM2
47983,LMO2,GTF3C1
47984,ESRRA,FAM35A
47985,CREBBP,POLR2G
47986,CREBBP,BIN2
47987,SPI1,TCF12
47988,RUNX3,VPREB3
47989,FOXP1,PWWP2A
47990,SPI1,PER1
47991,CEBPA,CHMP4A
47992,BRD3,FOSL2
47993,RXRA,KANSL1-AS1
47994,POU2F2,TCL1A
47995,BHLHE40,RPS3
47996,SPI1,RALA
47997,MAZ,PTGER4
47998,JUND,SMARCAD1
47999,ATF3,STAT4
48000,EP300,PPP1R14B
48001,TBX21,SEP15
48002,LMO2,CIAO1
48003,TAF1,RPS8
48004,RUNX3,MVD
48005,ETS1,CETN2
48006,GATA3,SPNS3
48007,MYC,FNDC3B
48008,STAT5B,RUNX2
48009,RUNX3,NAA50
48010,STAT5B,ADA
48011,CREBBP,BHLHE40
48012,BHLHE40,CTA-292E10.6
48013,JUND,AQP3
48014,EP300,CREBL2
48015,FLI1,SMAP1
48016,JUND,GPRIN3
48017,FOXP1,PNPLA6
48018,CDK9,CUL1
48019,FLI1,TUG1
48020,CEBPA,CPSF3L
48021,GABPA,EP400
48022,BATF,MT-ND3
48023,MAZ,RBM19
48024,LMO2,HOXB-AS1
48025,FOS,NUDC
48026,ETS1,DHRS3
48027,RARA,CISH
48028,CDK9,C4orf48
48029,STAT4,CTSS
48030,GABPA,ZKSCAN1
48031,ETS1,IKBIP
48032,CEBPA,ATF7
48033,ETS1,APMAP
48034,MAZ,WDR55
48035,BATF,SNRPE
48036,ATF3,CDK19
48037,BHLHE40,LMAN2
48038,ETS1,FEM1A
48039,RUNX3,DNAJC3
48040,ESRRA,APOL6
48041,BCL6,PER1
48042,TBX21,ATXN1
48043,CDK9,NUDT1
48044,TBX21,PPP1CA
48045,ZZZ3,PLAUR
48046,GATA3,NR3C1
48047,BATF,TRPV2
48048,TBP,FAM134C
48049,RXRA,TMEM189
48050,FOXP1,UQCRH
48051,IRF1,MLEC
48052,CDK9,STOM
48053,EP300,MT-CO3
48054,SPI1,RNF38
48055,RXRA,SYNGR1
48056,GABPA,MAPK8
48057,STAT4,CD19
48058,GATA3,LILRB2
48059,LYL1,RFX1
48060,GABPA,ZNF561
48061,CREBBP,IRF2BP2
48062,ESRRA,RPS20
48063,NFYB,MT-ND4
48064,MAX,METTL13
48065,EP300,TSC22D4
48066,FOS,PELI1
48067,ESRRA,RALGAPA1
48068,SPIB,TBC1D17
48069,GABPA,STX4
48070,GABPA,ADRBK1
48071,ETS1,ARAF
48072,MAZ,TRAF1
48073,SPI1,BAK1
48074,RUNX3,BCL11A
48075,STAT5B,ANPEP
48076,RXRA,TSPAN17
48077,RAD21,DNMT3A
48078,IRF5,FCGR2A
48079,ETV6,RPL27A
48080,RAD21,CHMP4A
48081,BHLHE40,PHF23
48082,SPI1,MT1F
48083,NFYB,AC090498.1
48084,BHLHE40,SLC25A33
48085,CEBPA,ALDH9A1
48086,CREBBP,TTC7A
48087,ETS1,POU2F2
48088,BCL6,TMX3
48089,CBFB,CD19
48090,TAF1,SYTL3
48091,POLR2A,MTMR11
48092,GATA3,DENND1B
48093,POU2F1,ITGAL
48094,TCF12,TRAF1
48095,TBP,SCRN2
48096,ETS1,DVL2
48097,GABPA,PPIB
48098,GABPA,UCKL1
48099,POLR2A,PTP4A3
48100,ZZZ3,SNX3
48101,EP300,FTX
48102,POLR2A,TIMP2
48103,RUNX3,PSMA6
48104,EP300,MPRIP
48105,MEF2C,SEPT7
48106,GABPA,MTR
48107,CTBP2,HEBP1
48108,RARA,AKTIP
48109,GABPA,MRPL17
48110,GABPA,ZNF44
48111,GABPA,MRRF
48112,CDK9,C5orf24
48113,ATF3,LINC00936
48114,BATF,GRB2
48115,GATA3,GNG2
48116,PML,TRAF1
48117,MAZ,ARID3A
48118,FOXP1,RABIF
48119,LMO2,NUTM2A-AS1
48120,CEBPA,RPN1
48121,STAT5B,TNFAIP2
48122,ETS1,PNO1
48123,BHLHE40,CTB-61M7.2
48124,BATF,FBP1
48125,CEBPA,MT1X
48126,BHLHE40,HSPA8
48127,FLI1,FLAD1
48128,FOS,CEP68
48129,CDK9,DNAJA1
48130,BATF,CD33
48131,JUND,HRAS
48132,EP300,SEPT9
48133,BHLHE40,SLC31A2
48134,ESRRA,PLXDC2
48135,RAD21,ATF7
48136,IRF1,CALM2
48137,TCF12,ARID3A
48138,STAT5A,SH3BP1
48139,BCL6,BAK1
48140,ETS1,HAUS1
48141,SPI1,BOLA1
48142,SPI1,TMEM30A
48143,MAZ,PRELID1
48144,GABPA,SUDS3
48145,POLR2A,ZNF414
48146,FOS,P2RY13
48147,BCL6,SELL
48148,RXRA,SCAMP1
48149,STAT5B,OTUD5
48150,JUND,MNT
48151,BATF,SMARCA4
48152,BHLHE40,HIBADH
48153,STAT5B,GALK2
48154,FOXP1,BCL2L1
48155,STAT1,HAPLN3
48156,CEBPA,BLOC1S1
48157,MEF2C,TRAFD1
48158,STAT4,FAM105A
48159,MAZ,DUSP6
48160,SPI1,DBI
48161,TAF1,VCPIP1
48162,EP300,PSME2
48163,GATA3,CIB1
48164,ETV6,RPL28
48165,ATF3,UCP2
48166,MEF2C,CYB561A3
48167,GABPA,SERF2
48168,CTBP2,RPL18A
48169,IRF5,C11orf58
48170,GABPA,SQRDL
48171,FOXP1,GADD45A
48172,BHLHE40,TMEM222
48173,IRF1,NIPAL3
48174,FOXP1,ZNF609
48175,CREBBP,P2RY8
48176,EP300,HPRT1
48177,SPI1,ABLIM1
48178,POU2F1,TMOD3
48179,SPIB,IKBKE
48180,ETS1,HERC4
48181,STAT5B,SOCS3
48182,CEBPA,FRAT2
48183,GABPA,NFATC2IP
48184,STAT4,CD226
48185,CDK9,APOL2
48186,EP300,MPV17
48187,BCL6,BOLA1
48188,BHLHE40,TAPBP
48189,BRD3,AGPAT3
48190,IRF1,SIRT7
48191,CREBBP,ATP13A1
48192,MAZ,TMEM69
48193,FOS,PHF23
48194,FOS,SLC25A33
48195,FOS,C1orf50
48196,PML,DUSP6
48197,CEBPA,FBXO42
48198,MAZ,SLC12A9
48199,RAD21,RPN1
48200,POU2F2,RPL6
48201,ETS1,HMBOX1
48202,ATF2,ZFP36L1
48203,BCL11A,WSB1
48204,RXRA,CALR
48205,CEBPA,HAVCR2
48206,EP300,NRBP1
48207,ZZZ3,RBM43
48208,SPI1,L3MBTL2
48209,BATF,ALG5
48210,ESRRA,SCARB2
48211,GABPA,ALDH16A1
48212,POU2F1,FPGS
48213,SPIB,RSL1D1
48214,ESRRA,DNAJC5
48215,FLI1,IFITM3
48216,ATF3,NPRL3
48217,FOS,HSPA8
48218,CREBBP,LDHA
48219,SPIB,PXN
48220,ELF1,EML2
48221,POU2F2,UCP2
48222,CTBP2,CUL4B
48223,ELF1,RPL18
48224,MAZ,APBB1
48225,MYC,TUSC2
48226,BRD3,ATXN7
48227,ELF1,TLN1
48228,EP300,HSD17B11
48229,IRF1,CPSF7
48230,ETS1,DNASE1
48231,ZNF143,FAM102A
48232,LMO2,EIF2B2
48233,POU2F2,MCTP1
48234,ZZZ3,PTPN9
48235,BHLHE40,CLEC4E
48236,SIN3A,NOP16
48237,TCF12,ILKAP
48238,ATF3,RBP7
48239,BATF,NRAS
48240,SPI1,MRPL23
48241,FOS,INPP4A
48242,STAT4,IER2
48243,ETS1,CPPED1
48244,FOS,HIBADH
48245,CDK9,NIPSNAP1
48246,SREBF2,EMP3
48247,TAF1,C19orf52
48248,MYC,TRMT2A
48249,ETS1,DNAJA1
48250,POU2F1,APMAP
48251,ATF3,SLF2
48252,POU2F1,FEM1A
48253,BCL11A,RFX1
48254,TBX21,KCNE3
48255,BCL6,L3MBTL2
48256,CTBP2,FBXL12
48257,FOXP1,ARHGEF1
48258,RARA,P2RY13
48259,POLR2A,DDX19B
48260,RXRA,TBC1D4
48261,CBFB,IER2
48262,POLR2A,C18orf32
48263,RUNX3,PES1
48264,FOXP1,PRKCA
48265,TBP,FOSL2
48266,CREBBP,ERP44
48267,ELF1,ALDOC
48268,SIN3A,TMEM203
48269,GABPA,GDI2
48270,GABPA,PCED1B
48271,BHLHE40,AIFM1
48272,FOS,BRAT1
48273,EP300,RPS25
48274,MEF2C,HDAC7
48275,GATA3,SLC12A7
48276,POU2F1,ARAF
48277,EP300,SLC25A5
48278,TAF1,PLAUR
48279,TAF1,SLC30A9
48280,EP300,MRPL4
48281,SPI1,CLTA
48282,JUND,SYNE3
48283,FLI1,FBXO22
48284,POU2F1,POU2F2
48285,IRF5,MXD1
48286,ZZZ3,STRN3
48287,ETS1,SERTAD2
48288,MEF2C,EPHX2
48289,EP300,ATG2A
48290,FLI1,ALG3
48291,BATF,PDZD11
48292,MAZ,DGUOK
48293,POU2F1,DVL2
48294,CREBBP,FOSL2
48295,CEBPA,AKAP11
48296,STAT5B,RPL22L1
48297,LMO2,BRD8
48298,CDK9,CHPT1
48299,CEBPA,CHST11
48300,MAZ,TPGS1
48301,CTBP2,CSF2RA
48302,IRF1,POLR3E
48303,GATA3,MTMR11
48304,BHLHE40,HM13
48305,RUNX3,SNX1
48306,ETS1,APOL2
48307,EP300,PLRG1
48308,EP300,TOP1MT
48309,SPI1,MAVS
48310,ATF3,RPS5
48311,CREBBP,UBE2W
48312,RARA,SLC25A33
48313,GATA3,TIMP2
48314,POLR2A,B4GALT7
48315,ATF3,AGO4
48316,LMO2,CALM1
48317,JUND,PLEKHB1
48318,TAF1,LY6E
48319,BATF,B2M
48320,LMO2,SH3BP1
48321,TCF12,TPGS1
48322,CEBPA,SNHG19
48323,SPI1,SLC10A3
48324,TCF12,TOMM20
48325,TAF1,SNX3
48326,CEBPA,HNRNPLL
48327,ETV6,SLC39A8
48328,GABPA,DPP4
48329,ELF1,ZBTB7B
48330,RXRA,PTGS2
48331,RUNX3,SPEN
48332,CREBBP,NOP16
48333,IRF1,MT-CO3
48334,TBX21,HIST3H2A
48335,CTBP2,NPM3
48336,PML,DGUOK
48337,TAF1,DNAJC4
48338,BATF,SEL1L
48339,IRF1,TSC22D4
48340,RXRA,AC006369.2
48341,ZZZ3,SMCO4
48342,ETV6,WDR37
48343,GABPA,CRTAM
48344,GABPA,XRRA1
48345,GABPA,CUEDC2
48346,GATA3,ZNF414
48347,SPI1,KEAP1
48348,NFYB,NFAM1
48349,FOXP1,REEP3
48350,CREBBP,LSR
48351,LMO2,PTPRJ
48352,TBP,LPCAT2
48353,CEBPA,ACSL4
48354,IRF1,MPRIP
48355,LYL1,P4HB
48356,ESRRA,RP4-594I10.3
48357,TBP,TIMP1
48358,IRF5,ARGLU1
48359,ESRRA,SLC1A5
48360,TBX21,ABHD12
48361,CDK9,ZNF511
48362,ELF1,SH3BP2
48363,SPIB,CDKN2AIP
48364,BCL6,SLC10A3
48365,GABPA,HSPA5
48366,BATF,MAP4K5
48367,ETS1,NIPSNAP1
48368,TBX21,SLC16A3
48369,TBP,TXNIP
48370,FLI1,PPTC7
48371,STAT4,SLC11A1
48372,ATF2,DENND3
48373,TBX21,EPHX2
48374,ATF2,BATF
48375,BATF,CD83
48376,TBP,IGFBP7
48377,EP300,GPR155
48378,EP300,COQ9
48379,ATF3,GNS
48380,FOXP1,ADAP1
48381,CREBBP,SMYD2
48382,GABPA,SMC4
48383,ETV6,C15orf39
48384,STAT4,FCGR3A
48385,FLI1,RPS28
48386,STAT5A,RPL3
48387,FOXP1,FAM217B
48388,CTBP2,BRK1
48389,GABPA,PVT1
48390,ESRRA,PYGO2
48391,CEBPA,DNAJB11
48392,RXRA,WWP2
48393,RAD21,HNRNPLL
48394,BCL6,KEAP1
48395,RARA,BRAT1
48396,ESRRA,CREB3
48397,POLR2A,UBALD1
48398,CDK9,MVP
48399,RXRA,BST1
48400,SPI1,BAP1
48401,CDK9,RMDN3
48402,SPI1,C1orf56
48403,RUNX3,RAB3GAP1
48404,ATF3,ENOPH1
48405,MAZ,G3BP2
48406,CBFB,AP2A2
48407,CDK9,KCNK6
48408,RXRA,SHTN1
48409,GABPA,CTD-2020K17.1
48410,ESRRA,ALDH3A2
48411,EP300,NCOA2
48412,BATF,SUPT3H
48413,IRF1,PSME2
48414,CREBBP,WIPF1
48415,TBX21,CD93
48416,CEBPA,CYTH1
48417,ELF1,LINC01089
48418,CDK9,MARCH5
48419,CDK9,SH3TC1
48420,JUND,RPLP0
48421,IRF1,HIVEP3
48422,ATF3,DIAPH1
48423,IRF1,ATP6V1A
48424,CEBPA,UIMC1
48425,GABPA,MBTPS1
48426,RUNX3,RNF38
48427,JUND,ZBTB38
48428,GABPA,BET1
48429,NFYB,BTG2
48430,FOXP1,FOSB
48431,POU2F2,GNS
48432,MEF2C,ITPRIP
48433,IRF1,CD82
48434,TBX21,RPL10A
48435,TBP,AGPAT3
48436,CDK9,AMD1
48437,NFYB,H3F3A
48438,SPI1,MAZ
48439,SPI1,RRP8
48440,CDK9,CDCA7L
48441,BCL6,BAP1
48442,BCL6,FAR1
48443,CTBP2,DHX38
48444,EP300,EXOSC9
48445,FOS,FAM127A
48446,BRD3,LYRM9
48447,EP300,CUTC
48448,FLI1,DZIP3
48449,GABPA,DDX3X
48450,MAZ,CTA-292E10.6
48451,SPI1,NUP85
48452,LMO2,POGK
48453,NFYB,EMP3
48454,ETV6,HLA-DPB1
48455,BATF,CLEC12A
48456,IRF1,CLEC11A
48457,SPI1,DGCR2
48458,CREBBP,TRAPPC12
48459,TCF12,CEP68
48460,POU2F2,CCDC88B
48461,GATA3,STAT1
48462,LMO2,ELF1
48463,SPI1,MRPL46
48464,BATF,CDC14A
48465,EP300,TSPYL1
48466,TBP,G6PD
48467,CEBPA,IRF2BPL
48468,IRF1,FES
48469,GABPA,PHF12
48470,ZZZ3,YWHAB
48471,CREBBP,LMNB1
48472,GABPA,CELF1
48473,TAF1,UHRF1BP1L
48474,STAT4,NOL4L
48475,GABPA,RBM6
48476,JUND,PITPNC1
48477,ATF3,LINS1
48478,SPIB,MYC
48479,RXRA,MVP
48480,POU2F2,TXK
48481,BCL6,BMI1
48482,BCL6,NUP85
48483,BHLHE40,MAFB
48484,JUND,TMEM189
48485,ZZZ3,SLA2
48486,ATF2,UPF2
48487,BCL6,PRKRIP1
48488,JUND,SYNGR1
48489,GATA3,B4GALT7
48490,TBP,IFI30
48491,BCL6,DGCR2
48492,MAZ,PHF23
48493,MYC,FEM1B
48494,RUNX3,CD2AP
48495,ETS1,RMDN3
48496,ETS1,KCNK6
48497,CDK9,DENND1B
48498,CEBPA,IFI16
48499,FLI1,HAUS3
48500,CDK9,PSMD11
48501,TCF12,PHF23
48502,CTBP2,BLOC1S1
48503,SPI1,ELMO1
48504,ATF2,TNFAIP3
48505,MAZ,SYAP1
48506,ETS1,MARCH5
48507,GABPA,ZNF84
48508,STAT4,CD24
48509,ZZZ3,GIMAP8
48510,ZZZ3,CHN2
48511,GATA3,CYFIP1
48512,BRD3,HIGD2A
48513,LMO2,COX5A
48514,STAT4,LILRA2
48515,ATF2,PITPNC1
48516,EP300,UNC13D
48517,BRD3,KDM2A
48518,SPI1,GOT2
48519,BCL6,GNAS
48520,BCL11A,TXNDC11
48521,ESRRA,RPL27A
48522,CDK9,RIN3
48523,CDK9,GNG2
48524,CDK9,AKT1S1
48525,MAZ,HSPA8
48526,STAT1,FOSB
48527,TBX21,ACADS
48528,POU2F2,LINS1
48529,RARA,FAM114A2
48530,LYL1,TMEM91
48531,SPI1,CBFB
48532,STAT5B,FAM78A
48533,STAT4,SACM1L
48534,ETS1,AMD1
48535,BATF,RAB31
48536,MAZ,EXOC6
48537,GABPA,UPF2
48538,ETS1,SLC35C2
48539,BATF,CXCR3
48540,BCL11A,CREBL2
48541,POLR2A,TOMM40
48542,ELF1,MT2A
48543,MAZ,INPP4A
48544,FLI1,RPS18
48545,EP300,KDM6B
48546,ESRRA,CCDC84
48547,CTBP2,FBXO42
48548,RARA,FAM127A
48549,GATA3,RPL7A
48550,CREBBP,C7orf26
48551,TCF12,EXOC6
48552,CDK9,ETS1
48553,ATF3,S1PR5
48554,JUND,SCAMP1
48555,BCL6,ELMO1
48556,ETS1,SPNS3
48557,CEBPA,CDKN1A
48558,TAF1,FAM102A
48559,ATF3,ASL
48560,IRF5,EIF2B2
48561,EGR1,PPP4C
48562,ETS1,ANKHD1
48563,POLR2A,TMEM256
48564,TCF12,INPP4A
48565,BHLHE40,MT-ND3
48566,FOS,ANKRD12
48567,FOXP1,MRPL39
48568,GABPA,MAPKAPK3
48569,EP300,THAP5
48570,RUNX3,LY96
48571,FOXP1,LILRA5
48572,CBFB,PTTG1IP
48573,CDK9,CIB1
48574,CREBBP,DSCR3
48575,MAZ,TMEM222
48576,BCL11A,IGF2R
48577,SPI1,SNAP29
48578,BATF,SPEN
48579,MEF2C,CD52
48580,SREBF2,CD300LF
48581,ETV6,CD300C
48582,MEF2C,NGFRAP1
48583,FOS,MAFB
48584,CBFB,CLIC3
48585,RAD21,IFI16
48586,CEBPA,RBM15B
48587,ATF3,FNDC3B
48588,MAZ,TAPBP
48589,ETS1,PAFAH1B2
48590,IRF1,SIPA1
48591,POLR2A,NUBP1
48592,RXRA,FAM228B
48593,EP300,SLC30A7
48594,MAZ,RBMXL1
48595,RXRA,PSMA7
48596,SPI1,PRKAR2A
48597,MEF2C,SLFN12L
